2039.939	432	455	445	
2040.8201	460	454	443	
2041.7012	445	453	465	
2042.5822	441	442	456	
2043.4613	443	446	451	
2044.342	444	446	452	
2045.2227	443	451	436	
2046.1033	452	479	440	
2046.9821	432	464	452	
2047.8624	443	467	455	
2048.7427	453	467	453	
2049.623	446	472	458	
2050.5015	446	454	451	
2051.3813	423	462	450	
2052.2612	442	456	442	
2053.1394	440	468	450	
2054.0193	436	476	466	
2054.8989	440	447	435	
2055.7769	451	471	445	
2056.6562	444	444	460	
2057.5339	449	467	457	
2058.4131	432	459	450	
2059.2908	419	454	455	
2060.1697	434	463	439	
2061.0471	440	440	438	
2061.926	445	470	438	
2062.8032	446	470	433	
2063.6819	443	450	459	
2064.5588	432	457	423	
2065.4373	440	440	423	
2066.314	452	461	436	
2067.1924	442	457	450	
2068.0691	428	447	435	
2068.9456	428	458	446	
2069.8235	451	452	450	
2070.7	441	442	464	
2071.5762	457	450	448	
2072.4539	424	454	437	
2073.3298	447	452	453	
2074.2058	443	460	460	
2075.0833	443	445	470	
2075.959	435	475	456	
2076.8347	444	468	451	
2077.7102	437	456	449	
2078.5874	432	450	448	
2079.4629	433	461	452	
2080.3381	441	436	455	
2081.2134	430	468	419	
2082.0884	449	442	458	
2082.9651	433	444	457	
2083.8401	444	443	451	
2084.7148	437	458	451	
2085.5896	442	451	437	
2086.4641	431	462	443	
2087.3389	436	462	443	
2088.2131	448	459	451	
2089.0876	456	454	438	
2089.9619	438	466	454	
2090.8359	439	460	443	
2091.7102	431	467	458	
2092.5842	424	437	433	
2093.458	445	453	438	
2094.3318	441	458	445	
2095.2056	478	466	455	
2096.0791	554	466	455	
2096.9529	820	443	455	
2097.8262	898	431	444	
2098.6995	447	441	445	
2099.5728	436	453	428	
2100.4443	443	446	451	
2101.3174	435	472	441	
2102.1904	440	453	449	
2103.0632	434	475	453	
2103.936	458	453	452	
2104.8088	433	450	434	
2105.6797	439	458	447	
2106.5522	438	450	451	
2107.4248	444	462	441	
2108.2971	436	439	451	
2109.1677	423	449	456	
2110.0398	428	456	443	
2110.9119	444	456	459	
2111.7822	442	436	430	
2112.6541	428	465	450	
2113.5259	433	442	450	
2114.396	441	453	442	
2115.2676	430	447	446	
2116.1375	439	446	430	
2117.0088	433	471	444	
2117.8801	433	758	445	
2118.7498	455	688	455	
2119.6208	448	487	458	
2120.4902	451	448	465	
2121.3613	428	460	435	
2122.2305	448	441	436	
2123.1013	431	460	447	
2123.9705	420	454	438	
2124.8394	440	445	458	
2125.7097	447	428	443	
2126.5786	425	436	460	
2127.449	448	437	456	
2128.3174	438	437	436	
2129.186	429	447	446	
2130.0562	437	442	433	
2130.9243	436	438	431	
2131.7925	427	450	448	
2132.6624	438	443	458	
2133.5303	448	442	457	
2134.3984	434	446	442	
2135.2678	422	451	438	
2136.1355	436	450	456	
2137.0032	452	443	446	
2137.8708	437	440	427	
2138.74	435	451	458	
2139.6074	430	459	449	
2140.4746	433	445	441	
2141.342	440	440	441	
2142.209	447	462	463	
2143.0762	447	452	437	
2143.9431	447	451	460	
2144.8115	446	448	440	
2145.6782	431	451	432	
2146.5449	429	470	454	
2147.4116	425	441	458	
2148.2781	445	452	442	
2149.1445	436	449	447	
2150.0107	441	446	435	
2150.877	435	460	436	
2151.7432	433	456	452	
2152.6091	435	455	450	
2153.4751	420	439	446	
2154.3411	434	443	460	
2155.2068	439	436	453	
2156.0725	421	469	441	
2156.9363	432	443	440	
2157.8018	437	454	444	
2158.6672	436	448	438	
2159.5325	548	452	442	
2160.3977	1208	466	452	
2161.2629	981	445	453	
2162.1262	488	453	450	
2162.9912	440	443	453	
2163.856	446	444	426	
2164.7209	438	455	456	
2165.5854	458	452	451	
2166.4485	432	469	439	
2167.313	453	477	473	
2168.1775	426	443	436	
2169.04	431	455	453	
2169.9043	441	459	431	
2170.7683	447	434	456	
2171.6309	439	440	427	
2172.4949	436	457	440	
2173.3586	446	471	445	
2174.2207	451	453	454	
2175.0845	437	462	461	
2175.9463	432	461	440	
2176.8098	436	453	448	
2177.6716	445	445	459	
2178.5349	429	455	438	
2179.3965	443	455	452	
2180.2598	435	452	436	
2181.1211	432	444	418	
2181.9841	430	452	451	
2182.8452	425	437	422	
2183.708	447	456	440	
2184.5691	452	468	469	
2185.4316	445	454	446	
2186.2927	438	453	457	
2187.1533	444	447	425	
2188.0156	424	469	435	
2188.8762	437	448	443	
2189.7368	440	454	438	
2190.5989	433	466	433	
2191.4592	432	454	453	
2192.3193	432	450	432	
2193.1797	431	463	435	
2194.0413	452	452	438	
2194.9014	440	438	440	
2195.7612	450	457	453	
2196.6208	427	465	443	
2197.4824	426	439	446	
2198.3418	440	447	440	
2199.2014	437	450	458	
2200.0608	428	450	450	
2200.9202	437	427	461	
2201.7795	448	460	424	
2202.6387	449	482	448	
2203.4976	423	445	443	
2204.3584	426	447	455	
2205.2173	424	461	435	
2206.0759	439	468	437	
2206.9348	453	464	439	
2207.7935	459	472	460	
2208.6519	441	445	451	
2209.5103	433	463	454	
2210.3687	438	456	443	
2211.2271	440	461	439	
2212.0835	451	489	468	
2212.9417	434	448	443	
2213.7996	440	454	449	
2214.6575	439	467	446	
2215.5154	451	453	458	
2216.373	430	463	447	
2217.2307	431	440	440	
2218.0884	426	467	459	
2218.9441	475	469	454	
2219.8015	437	452	463	
2220.6587	442	461	433	
2221.5159	437	459	452	
2222.3713	431	460	464	
2223.2285	442	460	452	
2224.0854	444	454	447	
2224.9421	440	458	454	
2225.7974	460	470	451	
2226.6541	443	444	452	
2227.5105	438	462	437	
2228.3655	437	454	456	
2229.2217	442	454	433	
2230.0781	465	473	458	
2230.9326	433	466	440	
2231.7888	446	458	445	
2232.6431	443	449	455	
2233.499	449	460	457	
2234.3533	451	435	442	
2235.2092	432	470	446	
2236.0632	441	463	429	
2236.9187	454	459	447	
2237.7727	436	464	447	
2238.6282	440	446	448	
2239.4817	440	427	458	
2240.3369	450	448	456	
2241.1904	440	470	454	
2242.0457	436	450	470	
2242.8989	454	446	442	
2243.7522	446	457	447	
2244.6069	443	467	447	
2245.46	438	455	425	
2246.313	442	442	447	
2247.1675	446	461	441	
2248.0203	447	447	450	
2248.873	456	481	443	
2249.7273	445	473	449	
2250.5798	429	467	443	
2251.4324	434	445	433	
2252.2847	427	448	440	
2253.137	446	448	443	
2253.9907	435	452	430	
2254.8428	443	460	442	
2255.6948	423	449	445	
2256.5469	437	449	434	
2257.3987	427	453	434	
2258.2505	433	445	432	
2259.1021	434	469	434	
2259.9553	440	445	441	
2260.8066	441	449	446	
2261.6582	424	460	436	
2262.5095	427	466	451	
2263.3606	422	442	455	
2264.2117	437	450	434	
2265.0627	452	453	440	
2265.9138	455	455	447	
2266.7646	450	472	462	
2267.6155	427	466	443	
2268.4661	444	453	446	
2269.3149	424	443	447	
2270.1655	447	455	446	
2271.0159	437	460	454	
2271.8662	441	456	444	
2272.7166	451	462	443	
2273.5667	450	443	442	
2274.4167	437	461	447	
2275.2651	452	452	460	
2276.115	439	445	427	
2276.9648	438	452	434	
2277.8145	456	445	447	
2278.6643	435	453	451	
2279.5122	433	450	448	
2280.3616	446	474	463	
2281.2109	422	437	434	
2282.0586	429	452	447	
2282.9077	435	458	457	
2283.7568	461	455	438	
2284.6042	449	446	433	
2285.4531	455	487	465	
2286.302	438	450	451	
2287.1492	437	468	453	
2287.9978	445	448	440	
2288.8447	438	457	450	
2289.6934	454	466	463	
2290.54	431	462	446	
2291.3884	434	459	437	
2292.2349	442	437	455	
2293.083	440	453	440	
2293.9294	446	450	432	
2294.7776	425	467	449	
2295.6238	429	443	438	
2296.4714	450	450	459	
2297.3176	442	457	447	
2298.1636	438	461	446	
2299.011	437	450	447	
2299.8569	444	454	458	
2300.7043	450	447	441	
2301.5498	441	458	450	
2302.3955	432	454	447	
2303.2424	444	437	447	
2304.0879	418	456	442	
2304.9331	435	446	441	
2305.7783	439	451	443	
2306.6252	436	457	444	
2307.4702	434	434	437	
2308.3152	439	446	438	
2309.1599	452	455	445	
2310.0046	452	449	441	
2310.8511	441	428	438	
2311.6956	448	452	419	
2312.54	431	460	434	
2313.3845	434	467	441	
2314.2288	438	452	451	
2315.073	428	440	442	
2315.9172	447	437	428	
2316.7612	429	435	439	
2317.6052	441	437	434	
2318.4492	424	451	456	
2319.293	437	453	439	
2320.1367	423	446	442	
2320.9805	443	445	432	
2321.824	426	448	447	
2322.6675	426	459	443	
2323.5107	454	457	438	
2324.354	440	454	435	
2325.1973	447	455	839	
2326.0403	431	440	815	
2326.8833	425	450	549	
2327.7263	433	446	454	
2328.5676	448	450	429	
2329.4104	443	459	444	
2330.2529	434	444	443	
2331.0957	432	428	432	
2331.9382	433	459	445	
2332.7788	423	435	433	
2333.6213	440	453	436	
2334.4634	434	445	451	
2335.3057	427	434	439	
2336.146	436	448	417	
2336.988	456	446	435	
2337.8301	428	436	443	
2338.6702	428	449	442	
2339.512	434	446	432	
2340.3535	417	457	434	
2341.1934	426	445	445	
2342.0349	436	435	454	
2342.8748	423	444	432	
