2039.368	593	553	564
2040.2493	585	524	570
2041.1304	610	524	566
2042.0114	574	519	548
2042.8923	590	522	572
2043.7714	585	529	620
2044.6521	591	537	1366
2045.5328	619	533	602
2046.4133	581	540	550
2047.2921	597	547	552
2048.1724	582	530	564
2049.0527	592	541	557
2049.9329	606	528	560
2050.8113	602	517	552
2051.6912	574	518	562
2052.5713	564	529	550
2053.4492	610	544	567
2054.3291	570	536	555
2055.207	575	540	560
2056.0864	579	540	570
2056.9658	617	546	562
2057.8435	600	535	550
2058.7229	606	525	551
2059.6003	575	540	552
2060.4792	559	524	534
2061.3567	571	516	546
2062.2354	563	554	532
2063.1125	575	537	544
2063.9912	554	528	521
2064.8682	592	542	558
2065.7466	565	542	534
2066.6233	577	524	580
2067.5	566	537	536
2068.3782	577	525	543
2069.2546	563	524	530
2070.1311	596	528	560
2071.009	605	552	563
2071.8853	569	528	539
2072.7612	572	511	539
2073.6389	578	548	553
2074.5149	590	561	562
2075.3906	599	515	540
2076.2681	600	518	550
2077.1436	578	541	552
2078.0193	591	559	524
2078.8945	584	1480	534
2079.77	602	1135	538
2080.647	552	556	544
2081.522	576	539	553
2082.3972	598	535	523
2083.2722	570	517	535
2084.147	559	521	538
2085.0217	586	521	652
2085.8965	566	533	1227
2086.7727	565	531	1174
2087.6472	573	533	586
2088.5217	586	541	552
2089.396	594	522	547
2090.2703	566	521	537
2091.1445	609	553	575
2092.0186	574	530	540
2092.8926	590	519	554
2093.7664	557	527	528
2094.6401	600	535	565
2095.5139	597	530	551
2096.3857	558	518	544
2097.2593	559	532	548
2098.1326	575	526	537
2099.0061	549	545	522
2099.8792	571	535	536
2100.7524	583	532	545
2101.6255	580	548	541
2102.4966	578	538	529
2103.3696	570	522	537
2104.2424	588	541	525
2105.115	588	537	544
2105.9875	560	535	532
2106.8584	573	526	536
2107.731	568	520	537
2108.6033	575	525	547
2109.4736	591	544	529
2110.3459	627	541	574
2111.2178	594	528	545
2112.0881	587	538	529
2112.96	558	513	532
2113.8318	589	534	542
2114.7019	558	509	533
2115.5735	546	513	519
2116.4448	549	527	542
2117.3147	569	510	540
2118.186	605	521	566
2119.0554	571	517	548
2119.9265	582	530	545
2120.7959	554	528	530
2121.667	551	538	546
2122.5361	570	504	516
2123.4067	562	550	537
2124.2759	585	524	542
2125.1465	579	526	565
2126.0151	591	518	558
2126.884	578	504	536
2127.7544	544	516	547
2128.6228	567	518	529
2129.4912	568	517	539
2130.3613	564	529	531
2131.2295	561	487	540
2132.0977	538	519	542
2132.9675	567	520	546
2133.8354	560	531	535
2134.7034	564	531	529
2135.573	568	506	536
2136.4407	541	541	538
2137.3083	574	1069	538
2138.1758	575	3838	544
2139.0432	582	526	537
2139.9124	568	528	527
2140.7795	578	519	535
2141.6467	565	525	538
2142.5139	578	535	531
2143.3809	575	523	537
2144.2478	563	504	528
2145.1145	582	515	539
2145.9814	572	524	515
2146.8496	558	525	511
2147.7163	553	521	519
2148.5828	577	521	537
2149.449	568	513	526
2150.3152	556	539	531
2151.1814	577	516	537
2152.0476	558	517	530
2152.9136	574	534	529
2153.7778	600	533	549
2154.6436	546	526	553
2155.5093	574	557	530
2156.375	568	834	534
2157.2405	556	862	571
2158.106	568	573	534
2158.9714	536	539	530
2159.8367	586	550	550
2160.7002	563	509	525
2161.5654	569	537	537
2162.4304	586	529	530
2163.2952	593	524	545
2164.1602	588	532	516
2165.0232	618	526	549
2165.8879	995	533	539
2166.7524	673	546	581
2167.6169	583	536	547
2168.4795	569	536	535
2169.3438	546	535	527
2170.208	560	526	540
2171.0706	562	517	506
2171.9346	558	518	549
2172.7969	593	506	544
2173.6606	600	545	548
2174.5244	581	543	550
2175.3865	557	542	525
2176.25	572	534	533
2177.1118	576	540	547
2177.9751	576	527	548
2178.8367	555	513	544
2179.7	558	518	528
2180.5615	552	530	541
2181.4246	577	511	516
2182.2859	562	509	529
2183.1487	574	526	528
2184.0098	598	551	584
2184.8706	589	521	514
2185.7334	597	525	547
2186.5942	566	510	532
2187.4565	591	521	527
2188.3171	582	521	527
2189.1777	559	531	520
2190.0398	564	544	542
2190.9004	564	529	538
2191.7605	586	498	551
2192.6208	563	510	539
2193.4827	556	523	528
2194.3425	575	536	537
2195.2024	606	546	553
2196.0623	572	531	530
2196.9238	559	509	524
2197.7834	564	539	531
2198.6431	559	557	538
2199.5024	571	507	528
2200.3618	562	544	539
2201.2212	580	521	533
2202.0803	583	525	570
2202.9395	554	551	560
2203.8003	576	532	529
2204.6592	558	524	542
2205.5181	579	506	534
2206.377	561	526	531
2207.2356	630	543	573
2208.094	580	511	542
2208.9526	567	529	537
2209.811	577	519	538
2210.6694	558	539	542
2211.5276	631	555	556
2212.384	584	537	539
2213.2422	536	529	536
2214.1001	554	530	540
2214.958	559	525	523
2215.8157	591	521	550
2216.6736	572	519	550
2217.531	567	531	530
2218.3887	583	533	567
2219.2444	567	495	535
2220.1018	561	534	543
2220.959	564	513	550
2221.8162	593	526	542
2222.6716	596	508	541
2223.5286	566	515	535
2224.3855	585	533	547
2225.2424	578	535	539
2226.0974	564	533	534
2226.9541	548	525	539
2227.8105	585	516	518
2228.6653	576	516	510
2229.5217	578	525	552
2230.3765	577	518	524
2231.2327	574	547	563
2232.0886	566	520	534
2232.9431	601	551	557
2233.7991	530	509	545
2234.6531	569	521	542
2235.5088	565	530	531
2236.3628	597	527	550
2237.2185	568	522	520
2238.0723	579	519	533
2238.9277	571	532	547
2239.7812	621	555	580
2240.635	564	536	549
2241.49	580	521	551
2242.3435	605	521	560
2243.1985	569	533	528
2244.0515	580	525	525
2244.9048	561	505	533
2245.7595	556	517	531
2246.6123	563	539	523
2247.4651	565	509	547
2248.3196	595	545	533
2249.1724	579	505	537
2250.0249	585	501	538
2250.8774	576	515	544
2251.7314	589	532	535
2252.5837	568	509	548
2253.436	550	504	523
2254.2881	588	557	566
2255.1401	554	511	565
2255.9922	549	516	545
2256.8457	564	536	533
2257.6975	572	510	519
2258.5493	554	521	539
2259.4009	582	502	549
2260.2524	586	513	546
2261.104	576	514	535
2261.9553	569	533	525
2262.8066	558	515	542
2263.6577	576	510	562
2264.5088	564	537	529
2265.3599	585	530	567
2266.2107	609	541	559
2267.0615	568	546	536
2267.9124	603	546	564
2268.7629	560	514	541
2269.6135	555	504	527
2270.4641	572	532	539
2271.3145	573	538	539
2272.1631	584	517	548
2273.0132	581	514	537
2273.8635	616	535	532
2274.7134	2210	500	543
2275.5635	773	520	541
2276.4116	584	523	522
2277.2615	582	518	519
2278.1111	591	515	546
2278.9607	575	532	537
2279.8086	553	517	535
2280.658	580	540	519
2281.5073	564	517	542
2282.3567	573	517	537
2283.2041	563	514	540
2284.0532	597	513	521
2284.9006	609	568	584
2285.7495	578	531	554
2286.5984	587	523	531
2287.4453	586	530	549
2288.2939	557	535	542
2289.1409	614	545	566
2289.9893	560	532	531
2290.8362	574	530	543
2291.6843	584	520	529
2292.531	563	506	558
2293.3792	558	505	512
2294.2253	571	529	535
