46.325855	338
48.785404	334
51.246456	343
53.70686	343
56.166622	333
58.623589	343
61.082058	335
63.539883	350
65.994919	332
68.451454	340
70.907349	341
73.360458	345
75.815056	345
78.26902	340
80.7202	343
83.172874	334
85.622772	343
88.074158	345
90.522774	348
92.972878	338
95.420212	348
97.869034	348
100.31509	344
102.7605	332
105.2074	333
107.65153	353
110.09715	338
112.54001	334
114.98222	340
117.4238	336
119.86686	340
122.30716	351
124.74683	332
127.18584	331
129.62636	340
132.06412	341
134.50122	344
136.9377	329
139.37355	338
141.80875	347
144.24332	352
146.67938	342
149.11267	333
151.54533	334
153.97737	336
156.40877	348
158.83952	334
161.26965	337
163.69702	337
166.12589	337
168.55412	339
170.98172	335
173.40868	329
175.83501	346
178.26071	336
180.68365	338
183.10809	342
185.53189	340
187.95508	341
190.37761	358
192.79741	344
195.21869	355
197.63934	339
200.05725	359
202.47665	336
204.89542	352
207.31145	348
209.72894	339
212.14372	346
214.55997	345
216.97348	351
219.38847	357
221.80074	359
224.21448	356
226.62549	360
229.03796	368
231.44772	363
233.85686	374
236.26747	367
238.67534	396
241.0847	393
243.49133	433
245.89734	429
248.30272	458
250.70958	476
253.11372	493
255.51723	511
257.9201	568
260.32449	578
262.72614	658
265.12714	675
267.52756	744
269.92734	769
272.32648	830
274.72501	858
277.12292	971
279.52023	986
281.9169	1098
284.31296	1137
286.70837	1230
289.10318	1290
291.49738	1319
293.89096	1411
296.28391	1472
298.67624	1446
301.06796	1530
303.45908	1543
305.84747	1576
308.23734	1592
310.62659	1638
313.0152	1613
315.40112	1664
317.78851	1636
320.17529	1666
322.56146	1683
324.94495	1685
327.32986	1637
329.71417	1644
332.09579	1679
334.47888	1621
336.85928	1618
339.24112	1649
341.6203	1618
344.00092	1678
346.37885	1594
348.75827	1520
351.13498	1514
353.51315	1550
355.88864	1478
358.26556	1470
360.63983	1427
363.01349	1402
365.38861	1300
367.76102	1299
370.13284	1338
372.50613	1214
374.87671	1278
377.2467	1200
379.61609	1209
381.98486	1211
384.35507	1234
386.72263	1234
389.08957	1240
391.4559	1254
393.82162	1212
396.18674	1235
398.55124	1289
400.91516	1284
403.27844	1256
405.64114	1255
408.0032	1272
410.36469	1294
412.72556	1271
415.08582	1277
417.44547	1255
419.8045	1302
422.16296	1255
424.52078	1257
426.87802	1342
429.23465	1317
431.58862	1234
433.94403	1204
436.29886	1218
438.65308	1229
441.00461	1230
443.35764	1167
445.71002	1189
448.05975	1188
450.41098	1206
452.76157	1184
455.1095	1210
457.45889	1169
459.80563	1183
462.15381	1192
464.49936	1173
466.84634	1153
469.19067	1167
471.53647	1214
473.87961	1186
476.22418	1141
478.56613	1167
480.90952	1121
483.25024	1171
485.59039	1146
487.93198	1098
490.27094	1121
492.60928	1123
494.94907	1114
497.28622	1137
499.6228	1111
501.95874	1089
504.29413	1112
506.63092	1092
508.96509	1111
511.29868	1060
513.63165	1096
515.96405	1060
518.29584	1073
520.62701	1054
522.95764	1036
525.28766	1063
527.61707	1039
529.94586	1039
532.27411	1046
534.60175	1030
536.92877	1013
539.25525	1032
541.58105	1010
543.90631	1004
546.23102	1014
548.55304	994
550.87653	993
553.19946	965
555.52173	1009
557.84143	974
560.16254	958
562.48309	990
564.80096	1029
567.12036	987
569.43909	1008
571.75525	981
574.07281	979
576.38983	1020
578.70422	1003
581.02002	963
583.33325	1029
585.64789	981
