46.325855	338
48.785404	332
51.246456	339
53.70686	340
56.166622	346
58.623589	338
61.082058	356
63.539883	352
65.994919	347
68.451454	347
70.907349	560
73.360458	6684
75.815056	1717
78.26902	437
80.7202	346
83.172874	347
85.622772	353
88.074158	338
90.522774	346
92.972878	349
95.420212	338
97.869034	338
100.31509	342
102.7605	333
105.2074	335
107.65153	345
110.09715	340
112.54001	343
114.98222	335
117.4238	341
119.86686	344
122.30716	343
124.74683	336
127.18584	342
129.62636	351
132.06412	333
134.50122	344
136.9377	336
139.37355	335
141.80875	335
144.24332	341
146.67938	344
149.11267	347
151.54533	342
153.97737	342
156.40877	337
158.83952	342
161.26965	338
163.69702	346
166.12589	331
168.55412	348
170.98172	340
173.40868	339
175.83501	341
178.26071	337
180.68365	341
183.10809	343
185.53189	336
187.95508	353
190.37761	346
192.79741	333
195.21869	349
197.63934	342
200.05725	348
202.47665	347
204.89542	341
207.31145	346
209.72894	344
212.14372	346
214.55997	344
216.97348	344
219.38847	349
221.80074	360
224.21448	367
226.62549	372
229.03796	385
231.44772	390
233.85686	416
236.26747	407
238.67534	411
241.0847	453
243.49133	447
245.89734	477
248.30272	531
250.70958	530
253.11372	580
255.51723	626
257.9201	662
260.32449	762
262.72614	747
265.12714	846
267.52756	905
269.92734	1000
272.32648	1081
274.72501	1198
277.12292	1260
279.52023	1377
281.9169	1501
284.31296	1551
286.70837	1638
289.10318	1755
291.49738	1820
293.89096	1870
296.28391	2042
298.67624	2078
301.06796	2112
303.45908	2202
305.84747	2229
308.23734	2210
310.62659	2271
313.0152	2279
315.40112	2367
317.78851	2333
320.17529	2386
322.56146	2360
324.94495	2329
327.32986	2348
329.71417	2411
332.09579	2379
334.47888	2385
336.85928	2353
339.24112	2372
341.6203	2391
344.00092	2401
346.37885	2265
348.75827	2250
351.13498	2244
353.51315	2222
355.88864	2154
358.26556	2176
360.63983	2106
363.01349	2100
365.38861	2013
367.76102	1969
370.13284	1946
372.50613	1910
374.87671	1877
377.2467	1902
379.61609	1918
381.98486	1884
384.35507	1920
386.72263	1893
389.08957	1940
391.4559	1938
393.82162	1933
396.18674	1984
398.55124	2022
400.91516	2012
403.27844	2073
405.64114	2066
408.0032	2101
410.36469	2071
412.72556	2118
415.08582	2142
417.44547	2150
419.8045	2175
422.16296	2111
424.52078	2089
426.87802	2175
429.23465	2128
431.58862	2173
433.94403	2146
436.29886	2160
438.65308	2140
441.00461	2100
443.35764	2067
445.71002	2113
448.05975	2045
450.41098	2089
452.76157	2039
455.1095	2025
457.45889	2084
459.80563	2079
462.15381	2067
464.49936	2082
466.84634	2027
469.19067	2055
471.53647	2054
473.87961	2105
476.22418	3386
478.56613	2239
480.90952	1983
483.25024	1991
485.59039	2082
487.93198	2026
490.27094	2020
492.60928	1999
494.94907	1996
497.28622	1990
499.6228	2036
501.95874	2056
504.29413	2044
506.63092	2046
508.96509	2050
511.29868	2125
513.63165	2129
515.96405	2128
518.29584	2180
520.62701	2211
522.95764	2239
525.28766	2233
527.61707	2215
529.94586	2287
532.27411	2268
534.60175	2319
536.92877	2297
539.25525	2309
541.58105	2274
543.90631	2295
546.23102	2246
548.55304	2305
550.87653	2297
553.19946	2251
555.52173	2269
557.84143	2326
560.16254	2272
562.48309	2242
564.80096	2230
567.12036	2228
569.43909	2307
571.75525	2233
574.07281	2210
576.38983	2183
578.70422	2229
581.02002	2212
583.33325	2117
585.64789	2186
587.9599	2109
590.27338	2106
592.58423	2063
594.89648	2110
597.20618	2119
599.51526	1988
601.82581	2044
604.13373	2646
606.44104	3888
608.74982	2982
611.05603	1899
613.36157	1852
615.66656	1833
617.97302	1819
620.27686	1818
622.58008	1787
624.88275	1797
627.18481	1784
629.48633	1758
631.78925	1720
634.0896	1739
636.38934	1703
638.68848	1752
640.98706	1689
643.2851	1688
645.58252	1653
647.87933	1634
650.1756	1630
652.47125	1664
654.76434	1586
657.05884	1647
659.35278	1565
661.64618	1577
663.9389	1540
666.23114	1511
668.52075	1563
670.81177	1559
673.10223	1506
675.39209	1503
677.67938	1484
679.96814	1491
682.25629	1490
684.54187	1457
686.82886	1438
689.11523	1440
691.39911	1461
693.68433	1426
695.96704	1453
698.2511	1432
700.53265	1417
702.81561	1474
705.09601	1392
707.37781	1371
709.65704	1385
711.93567	1379
714.21576	1401
716.49329	1339
718.7702	1398
721.04858	1379
723.32434	1365
725.59955	1336
727.87622	1342
