46.325855	360
48.785404	359
51.246456	357
53.70686	364
56.166622	368
58.623589	364
61.082058	366
63.539883	363
65.994919	367
68.451454	362
70.907349	358
73.360458	374
75.815056	378
78.26902	368
80.7202	362
83.172874	365
85.622772	369
88.074158	363
90.522774	363
92.972878	365
95.420212	361
97.869034	375
100.31509	370
102.7605	357
105.2074	353
107.65153	357
110.09715	365
112.54001	360
114.98222	365
117.4238	361
119.86686	361
122.30716	360
124.74683	345
127.18584	360
129.62636	366
132.06412	367
134.50122	364
136.9377	362
139.37355	357
141.80875	366
144.24332	371
146.67938	361
149.11267	366
151.54533	362
153.97737	360
156.40877	361
158.83952	366
161.26965	359
163.69702	349
166.12589	362
168.55412	371
170.98172	365
173.40868	368
175.83501	366
178.26071	365
180.68365	362
183.10809	356
185.53189	370
187.95508	361
190.37761	374
192.79741	371
195.21869	360
197.63934	368
200.05725	363
202.47665	370
204.89542	370
207.31145	355
209.72894	363
212.14372	370
214.55997	373
216.97348	364
219.38847	384
221.80074	384
224.21448	388
226.62549	388
229.03796	395
231.44772	398
233.85686	419
236.26747	421
238.67534	438
241.0847	461
243.49133	462
245.89734	488
248.30272	553
250.70958	558
253.11372	591
255.51723	631
257.9201	701
260.32449	729
262.72614	756
265.12714	828
267.52756	880
269.92734	984
272.32648	1049
274.72501	1127
277.12292	1254
279.52023	1309
281.9169	1425
284.31296	1475
286.70837	1593
289.10318	1748
291.49738	1811
293.89096	1855
296.28391	1983
298.67624	1964
301.06796	2058
303.45908	2075
305.84747	2145
308.23734	2220
310.62659	2180
313.0152	2243
315.40112	2239
317.78851	2225
320.17529	2245
322.56146	2275
324.94495	2258
327.32986	2278
329.71417	2288
332.09579	2260
334.47888	2265
336.85928	2247
339.24112	2189
341.6203	2208
344.00092	2189
346.37885	2197
348.75827	2147
351.13498	2103
353.51315	2088
355.88864	2001
358.26556	1923
360.63983	1949
363.01349	1881
365.38861	1883
367.76102	1800
370.13284	1786
372.50613	1701
374.87671	1739
377.2467	1707
379.61609	1662
381.98486	1696
384.35507	1686
386.72263	1706
389.08957	1587
391.4559	1659
393.82162	1653
396.18674	1665
398.55124	1672
400.91516	1704
403.27844	1731
405.64114	1730
408.0032	1713
410.36469	1740
412.72556	1768
415.08582	1771
417.44547	1744
419.8045	1727
422.16296	1701
424.52078	1745
426.87802	1767
429.23465	1711
431.58862	1771
433.94403	1746
436.29886	1724
438.65308	1702
441.00461	1697
443.35764	1674
445.71002	1741
448.05975	1730
450.41098	1748
452.76157	1699
455.1095	1705
457.45889	1719
459.80563	1693
462.15381	1711
464.49936	1720
466.84634	1650
469.19067	1696
471.53647	1656
473.87961	1660
476.22418	1650
478.56613	1623
480.90952	1569
483.25024	1604
485.59039	1593
487.93198	1569
490.27094	1576
492.60928	1594
494.94907	1566
497.28622	1547
499.6228	1503
501.95874	1550
504.29413	1534
506.63092	1543
508.96509	1589
511.29868	1557
513.63165	1511
515.96405	1530
518.29584	1596
520.62701	1601
522.95764	1529
525.28766	1530
527.61707	1562
529.94586	1604
532.27411	1532
534.60175	1590
536.92877	1585
539.25525	1596
541.58105	1584
543.90631	1581
546.23102	1579
548.55304	1585
550.87653	1522
553.19946	1613
555.52173	1598
557.84143	1568
560.16254	1568
562.48309	1597
564.80096	1531
567.12036	1528
569.43909	1587
571.75525	1473
574.07281	1528
576.38983	1478
578.70422	1489
581.02002	1481
583.33325	1533
585.64789	1457
587.9599	1485
590.27338	1489
592.58423	1449
594.89648	1432
597.20618	1473
599.51526	1449
601.82581	1433
604.13373	1447
606.44104	1420
608.74982	1447
611.05603	1479
613.36157	1406
615.66656	1451
617.97302	1386
620.27686	1406
622.58008	1408
624.88275	1442
627.18481	1430
629.48633	1400
631.78925	1434
634.0896	1411
636.38934	1403
638.68848	1393
640.98706	1400
643.2851	1406
645.58252	1413
647.87933	1418
650.1756	1402
652.47125	1385
654.76434	1431
